"Dataset";"Ys";"variable";"value"
"train";"WALKING_DOWNSTAIRS";"350 fBodyAccJerk-std()-Z";-0.432035778998519
"train";"WALKING_UPSTAIRS";"350 fBodyAccJerk-std()-Z";-0.656696754193849
"test";"LAYING";"427 fBodyGyro-std()-X";-0.976403305605214
"test";"SITTING";"427 fBodyGyro-std()-X";-0.981948078452138
"test";"STANDING";"427 fBodyGyro-std()-X";-0.933147031785714
"test";"WALKING";"427 fBodyGyro-std()-X";-0.533422340395161
"test";"WALKING_DOWNSTAIRS";"427 fBodyGyro-std()-X";-0.414798335411905
"test";"WALKING_UPSTAIRS";"427 fBodyGyro-std()-X";-0.508328984061571
"train";"LAYING";"427 fBodyGyro-std()-X";-0.967206952885572
"train";"SITTING";"427 fBodyGyro-std()-X";-0.98248034318818
"train";"STANDING";"427 fBodyGyro-std()-X";-0.952324284970888
"train";"WALKING";"427 fBodyGyro-std()-X";-0.501130832201272
"train";"WALKING_DOWNSTAIRS";"427 fBodyGyro-std()-X";-0.358229126788915
"train";"WALKING_UPSTAIRS";"427 fBodyGyro-std()-X";-0.489514621167474
"test";"LAYING";"428 fBodyGyro-std()-Y";-0.961109421824953
"test";"SITTING";"428 fBodyGyro-std()-Y";-0.965280836802444
"test";"STANDING";"428 fBodyGyro-std()-Y";-0.952000106052632
"test";"WALKING";"428 fBodyGyro-std()-Y";-0.396217017188105
"test";"WALKING_DOWNSTAIRS";"428 fBodyGyro-std()-Y";-0.442949501905
"test";"WALKING_UPSTAIRS";"428 fBodyGyro-std()-Y";-0.352975477855626
"train";"LAYING";"428 fBodyGyro-std()-Y";-0.961463062750533
"train";"SITTING";"428 fBodyGyro-std()-Y";-0.963557481329705
"train";"STANDING";"428 fBodyGyro-std()-Y";-0.962401947845706
"train";"WALKING";"428 fBodyGyro-std()-Y";-0.305965827883026
"train";"WALKING_DOWNSTAIRS";"428 fBodyGyro-std()-Y";-0.32730982482787
"train";"WALKING_UPSTAIRS";"428 fBodyGyro-std()-Y";-0.266935034348369
"test";"LAYING";"429 fBodyGyro-std()-Z";-0.972050234487896
"test";"SITTING";"429 fBodyGyro-std()-Z";-0.958576115132383
"test";"STANDING";"429 fBodyGyro-std()-Z";-0.953564673195489
"test";"WALKING";"429 fBodyGyro-std()-Z";-0.455425174120968
"test";"WALKING_DOWNSTAIRS";"429 fBodyGyro-std()-Z";-0.404459674067143
"test";"WALKING_UPSTAIRS";"429 fBodyGyro-std()-Z";-0.288298632743737
"train";"LAYING";"429 fBodyGyro-std()-Z";-0.964692895927505
"train";"SITTING";"429 fBodyGyro-std()-Z";-0.961967228561431
"train";"STANDING";"429 fBodyGyro-std()-Z";-0.96344778356623
"train";"WALKING";"429 fBodyGyro-std()-Z";-0.392421798877651
"train";"WALKING_DOWNSTAIRS";"429 fBodyGyro-std()-Z";-0.370165715908925
"train";"WALKING_UPSTAIRS";"429 fBodyGyro-std()-Z";-0.293684227338677
"test";"LAYING";"504 fBodyAccMag-std()";-0.953138504479888
"test";"SITTING";"504 fBodyAccMag-std()";-0.94208825496945
"test";"STANDING";"504 fBodyAccMag-std()";-0.943924405018797
"test";"WALKING";"504 fBodyAccMag-std()";-0.505450664375
"test";"WALKING_DOWNSTAIRS";"504 fBodyAccMag-std()";-0.130476071203333
"test";"WALKING_UPSTAIRS";"504 fBodyAccMag-std()";-0.39041721744586
"train";"LAYING";"504 fBodyAccMag-std()";-0.927962071920256
"train";"SITTING";"504 fBodyAccMag-std()";-0.941966512135303
"train";"STANDING";"504 fBodyAccMag-std()";-0.951799775699709
"train";"WALKING";"504 fBodyAccMag-std()";-0.469706683062806
"train";"WALKING_DOWNSTAIRS";"504 fBodyAccMag-std()";-0.0519754917174949
"train";"WALKING_UPSTAIRS";"504 fBodyAccMag-std()";-0.349171321564772
"test";"LAYING";"517 fBodyBodyAccJerkMag-std()";-0.973586610782123
"test";"SITTING";"517 fBodyBodyAccJerkMag-std()";-0.976917733543788
"test";"STANDING";"517 fBodyBodyAccJerkMag-std()";-0.965905446015038
"test";"WALKING";"517 fBodyBodyAccJerkMag-std()";-0.201670204510645
"test";"WALKING_DOWNSTAIRS";"517 fBodyBodyAccJerkMag-std()";-0.0504212059297857
"test";"WALKING_UPSTAIRS";"517 fBodyBodyAccJerkMag-std()";-0.421213315287049
"train";"LAYING";"517 fBodyBodyAccJerkMag-std()";-0.97302950880597
"train";"SITTING";"517 fBodyBodyAccJerkMag-std()";-0.978627076430793
"train";"STANDING";"517 fBodyBodyAccJerkMag-std()";-0.972900383770015
"train";"WALKING";"517 fBodyBodyAccJerkMag-std()";-0.229687911080799
"train";"WALKING_DOWNSTAIRS";"517 fBodyBodyAccJerkMag-std()";-0.0387999123583974
"train";"WALKING_UPSTAIRS";"517 fBodyBodyAccJerkMag-std()";-0.439910272754185
"test";"LAYING";"530 fBodyBodyGyroMag-std()";-0.95021154301676
"test";"SITTING";"530 fBodyBodyGyroMag-std()";-0.95254545598778
"test";"STANDING";"530 fBodyBodyGyroMag-std()";-0.914716719605263
"test";"WALKING";"530 fBodyBodyGyroMag-std()";-0.52913161384879
"test";"WALKING_DOWNSTAIRS";"530 fBodyBodyGyroMag-std()";-0.407172196497619
"test";"WALKING_UPSTAIRS";"530 fBodyBodyGyroMag-std()";-0.460677679282378
"train";"LAYING";"530 fBodyBodyGyroMag-std()";-0.939025835269367
"train";"SITTING";"530 fBodyBodyGyroMag-std()";-0.951296691880249
"train";"STANDING";"530 fBodyBodyGyroMag-std()";-0.936800772816594
"train";"WALKING";"530 fBodyBodyGyroMag-std()";-0.451461098451794
"train";"WALKING_DOWNSTAIRS";"530 fBodyBodyGyroMag-std()";-0.341661716555527
"train";"WALKING_UPSTAIRS";"530 fBodyBodyGyroMag-std()";-0.346609728583225
"test";"LAYING";"543 fBodyBodyGyroJerkMag-std()";-0.975401442439479
"test";"SITTING";"543 fBodyBodyGyroJerkMag-std()";-0.98400311509165
"test";"STANDING";"543 fBodyBodyGyroJerkMag-std()";-0.967361696372181
"test";"WALKING";"543 fBodyBodyGyroJerkMag-std()";-0.546820470782661
"test";"WALKING_DOWNSTAIRS";"543 fBodyBodyGyroJerkMag-std()";-0.494187116095476
"test";"WALKING_UPSTAIRS";"543 fBodyBodyGyroJerkMag-std()";-0.706477443375796
"train";"LAYING";"543 fBodyBodyGyroJerkMag-std()";-0.977124064577114
"train";"SITTING";"543 fBodyBodyGyroJerkMag-std()";-0.984677767993779
"train";"STANDING";"543 fBodyBodyGyroJerkMag-std()";-0.975822682598253
"train";"WALKING";"543 fBodyBodyGyroJerkMag-std()";-0.501290499908646
"train";"WALKING_DOWNSTAIRS";"543 fBodyBodyGyroJerkMag-std()";-0.483144255183296
"train";"WALKING_UPSTAIRS";"543 fBodyBodyGyroJerkMag-std()";-0.701593753741845
